Device Name,Device Type,Energy Consumption (kWh),Date Range,Country,User Demographics: Age,User Demographics: Gender,Usage Frequency (per week/month),Device Brand,Average Duration of Use (Hours),Cost Savings (in $),Power Source,Internet Connectivity Status
Security Camera,Fitness Monitoring,16.70,17-05-2021,USA,58,Man,10 per month,SunTrack,7.20,$21.79 ,Battery,Connected
Home Assistant Hub,Health Monitoring,5.50,30-10-2023,USA,54,Man,7 per week,SoundWave,12.40,$19.75 ,Battery,Disconnected
Solar Panel Monitor,Entertainment,19.50,08-08-2022,Mexico,41,Man,15 per month,SunTrack,7.50,$4.46 ,Grid,Offline Mode
Smart Plug,Fitness Monitoring,21.40,30-04-2022,India,44,Prefer not to say,7 per week,SafeGuard,17.30,$22.78 ,Battery,Disconnected
Smart Refrigerator,Water Conservation,11.00,19-12-2024,India,61,Prefer not to say,3 per week,ViewMax,9.50,$39.67 ,Solar,Offline Mode
Smart Plug,Security,19.60,23-07-2020,Japan,58,Non-binary,7 per week,PlugWise,19.80,$10.66 ,Grid,Disconnected
Smart Speaker,Water Conservation,12.30,25-05-2024,India,52,Man,7 per week,BrightLife,16.80,$30.60 ,Solar,Offline Mode
Smart Refrigerator,Entertainment,4.80,27-04-2023,South Africa,40,Man,5 per week,PlugWise,6.20,$40.71 ,Grid,Offline Mode
Video Doorbell,Smart Appliances,13.90,07-01-2023,France,63,Woman,10 per month,SmartLiving,13.30,$47.82 ,Solar,Disconnected
Smart Speaker,Health Monitoring,18.00,11-08-2024,Canada,62,Prefer not to say,7 per week,BrightLife,2.10,$29.59 ,Battery,Disconnected
Smart Plug,Entertainment,23.80,08-04-2021,Australia,53,Woman,3 per week,CoolTech,13.90,$18.44 ,Battery,Offline Mode
Smart Refrigerator,Security,24.40,11-07-2023,Mexico,42,Non-binary,10 per month,PlugWise,22.00,$26.31 ,Battery,Disconnected
Smart Refrigerator,Energy-saving,22.30,06-06-2020,Mexico,19,Man,15 per month,BrightLife,17.90,$18.96 ,Battery,Connected
Smart Refrigerator,Water Conservation,18.90,12-10-2023,Mexico,24,Prefer not to say,7 per week,RingSecure,2.40,$13.04 ,Battery,Intermittent
Smart Refrigerator,Smart Appliances,19.30,12-01-2021,USA,45,Man,7 per week,CoolTech,20.80,$40.87 ,Battery,Connected
Video Doorbell,Climate Control,17.70,16-01-2020,France,21,Woman,10 per month,RingSecure,10.60,$18.98 ,Battery,Intermittent
Solar Panel Monitor,Entertainment,15.50,08-03-2024,Mexico,59,Woman,5 per week,RingSecure,23.40,$17.25 ,Battery,Intermittent
Security Camera,Health Monitoring,19.10,12-12-2023,Germany,41,Woman,5 per week,PlugWise,0.90,$38.27 ,Grid,Connected
Solar Panel Monitor,Climate Control,15.70,19-10-2020,Japan,40,Woman,10 per month,SoundWave,8.60,$22.55 ,Solar,Intermittent
Solar Panel Monitor,Entertainment,2.50,11-10-2021,France,65,Man,15 per month,RingSecure,7.00,$26.04 ,Grid,Low Bandwidth
Solar Panel Monitor,Energy-saving,21.10,10-12-2023,Mexico,61,Non-binary,15 per month,RingSecure,9.60,$29.82 ,Grid,Intermittent
Smart Speaker,Entertainment,24.60,17-03-2023,Brazil,56,Woman,7 per week,BrightLife,23.60,$46.81 ,Grid,Intermittent
Smart Thermostat,Health Monitoring,7.80,24-07-2021,France,19,Prefer not to say,10 per month,SafeGuard,13.30,$47.49 ,Grid,Disconnected
Smart Light Bulb,Health Monitoring,14.20,11-02-2020,France,45,Man,15 per month,PlugWise,5.50,$26.38 ,Grid,Connected
Smart Plug,Climate Control,3.70,20-09-2024,USA,52,Non-binary,10 per month,EcoHome,6.10,$8.51 ,Solar,Intermittent
Smart Speaker,Health Monitoring,11.50,16-03-2023,Mexico,56,Man,5 per week,BrightLife,5.50,$48.30 ,Solar,Offline Mode
Smart Speaker,Energy-saving,14.40,02-09-2021,Japan,27,Man,7 per week,SafeGuard,5.80,$19.83 ,Grid,Low Bandwidth
Smart Refrigerator,Fitness Monitoring,10.70,19-03-2023,India,19,Man,7 per week,ViewMax,15.60,$6.29 ,Battery,Intermittent
Smart Speaker,Security,24.30,04-09-2023,India,34,Man,7 per week,CoolTech,12.00,$18.34 ,Solar,Offline Mode
Smart Speaker,Water Conservation,15.00,02-10-2021,Australia,29,Man,7 per week,EcoHome,8.70,$21.87 ,Grid,Low Bandwidth
Smart Thermostat,Energy-saving,20.10,01-12-2020,South Africa,62,Woman,7 per week,SunTrack,6.20,$41.87 ,Battery,Intermittent
Smart Thermostat,Energy-saving,24.20,01-04-2024,South Africa,50,Prefer not to say,10 per month,SafeGuard,0.90,$40.88 ,Solar,Intermittent
Smart Thermostat,Health Monitoring,23.10,18-11-2022,Canada,43,Man,3 per week,CoolTech,13.50,$2.12 ,Battery,Offline Mode
Solar Panel Monitor,Water Conservation,20.80,23-11-2020,Germany,39,Prefer not to say,15 per month,SmartLiving,12.10,$10.12 ,Grid,Connected
Smart Refrigerator,Smart Appliances,11.70,02-08-2020,Australia,63,Non-binary,10 per month,SafeGuard,21.60,$43.19 ,Solar,Offline Mode
Smart Refrigerator,Water Conservation,24.00,29-11-2020,USA,34,Woman,15 per month,ViewMax,4.90,$8.81 ,Battery,Disconnected
Smart Speaker,Fitness Monitoring,20.40,14-10-2021,France,49,Non-binary,3 per week,SafeGuard,16.60,$44.13 ,Grid,Intermittent
Solar Panel Monitor,Entertainment,23.40,05-06-2022,Brazil,27,Prefer not to say,3 per week,ViewMax,3.70,$45.24 ,Battery,Intermittent
Solar Panel Monitor,Security,5.70,16-11-2022,Brazil,63,Man,3 per week,EcoHome,17.00,$11.33 ,Solar,Offline Mode
Smart Light Bulb,Smart Appliances,20.60,28-07-2024,Germany,36,Prefer not to say,7 per week,ViewMax,16.80,$28.04 ,Battery,Intermittent
Smart Plug,Entertainment,6.30,17-07-2022,South Africa,35,Prefer not to say,15 per month,SmartLiving,3.50,$38.61 ,Solar,Connected
Smart Light Bulb,Water Conservation,22.30,13-03-2022,France,61,Non-binary,7 per week,SoundWave,23.30,$49.50 ,Solar,Intermittent
Solar Panel Monitor,Security,12.60,20-08-2022,Germany,54,Man,7 per week,ViewMax,22.90,$21.02 ,Battery,Low Bandwidth
Video Doorbell,Fitness Monitoring,16.30,08-12-2023,USA,58,Non-binary,7 per week,SafeGuard,21.60,$11.74 ,Grid,Low Bandwidth
Home Assistant Hub,Fitness Monitoring,11.90,01-11-2021,France,27,Non-binary,7 per week,SoundWave,9.80,$45.47 ,Battery,Low Bandwidth
Home Assistant Hub,Security,14.00,22-10-2020,USA,63,Prefer not to say,7 per week,SafeGuard,17.40,$8.90 ,Grid,Connected
Home Assistant Hub,Entertainment,16.50,18-11-2021,Mexico,32,Woman,7 per week,RingSecure,10.20,$11.52 ,Solar,Offline Mode
Smart Refrigerator,Smart Appliances,16.40,25-12-2021,Australia,48,Woman,7 per week,ViewMax,16.60,$15.06 ,Solar,Low Bandwidth
Smart Light Bulb,Health Monitoring,10.60,19-01-2020,France,26,Prefer not to say,3 per week,SunTrack,19.20,$47.29 ,Grid,Offline Mode
Video Doorbell,Water Conservation,23.70,25-12-2021,South Africa,61,Man,7 per week,CoolTech,15.20,$14.69 ,Battery,Intermittent
Smart Light Bulb,Smart Appliances,16.30,31-01-2021,Brazil,45,Woman,5 per week,BrightLife,7.50,$37.09 ,Battery,Connected
Security Camera,Climate Control,18.20,08-12-2024,Japan,58,Prefer not to say,15 per month,EcoHome,16.80,$11.43 ,Grid,Low Bandwidth
Video Doorbell,Smart Appliances,16.60,01-02-2022,France,58,Woman,10 per month,SoundWave,12.20,$3.79 ,Battery,Low Bandwidth
Home Assistant Hub,Smart Appliances,19.40,15-06-2022,USA,20,Prefer not to say,15 per month,ViewMax,16.30,$31.23 ,Grid,Disconnected
Home Assistant Hub,Water Conservation,7.20,02-11-2023,Mexico,22,Woman,3 per week,EcoHome,2.90,$21.25 ,Solar,Low Bandwidth
Solar Panel Monitor,Security,6.50,11-02-2024,Canada,32,Woman,3 per week,SafeGuard,20.20,$44.40 ,Battery,Connected
Solar Panel Monitor,Climate Control,10.90,13-02-2020,India,24,Prefer not to say,15 per month,CoolTech,17.70,$24.49 ,Grid,Offline Mode
Smart Speaker,Smart Appliances,22.00,07-10-2024,Brazil,64,Prefer not to say,15 per month,BrightLife,11.00,$28.06 ,Grid,Intermittent
Solar Panel Monitor,Health Monitoring,20.50,15-12-2023,Mexico,41,Man,15 per month,RingSecure,18.80,$28.02 ,Grid,Connected
Smart Plug,Smart Appliances,15.80,02-11-2022,France,54,Prefer not to say,3 per week,EcoHome,14.70,$37.65 ,Solar,Intermittent
Smart TV,Climate Control,18.20,03-09-2022,Germany,21,Woman,3 per week,SunTrack,19.40,$27.60 ,Battery,Low Bandwidth
Security Camera,Security,24.80,28-08-2021,Mexico,59,Woman,7 per week,BrightLife,9.50,$27.90 ,Battery,Connected
Smart Speaker,Health Monitoring,2.90,24-03-2024,Canada,56,Man,3 per week,SmartLiving,10.60,$27.27 ,Grid,Intermittent
Smart Light Bulb,Water Conservation,14.50,02-11-2020,India,40,Woman,7 per week,RingSecure,22.00,$13.33 ,Solar,Intermittent
Smart Refrigerator,Smart Appliances,17.10,22-07-2024,Mexico,41,Man,15 per month,ViewMax,15.70,$14.09 ,Grid,Connected
Solar Panel Monitor,Smart Appliances,18.00,03-04-2024,Germany,65,Prefer not to say,5 per week,CoolTech,15.00,$10.95 ,Battery,Connected
Video Doorbell,Energy-saving,6.90,04-10-2021,USA,24,Non-binary,15 per month,BrightLife,14.30,$40.37 ,Solar,Offline Mode
Video Doorbell,Energy-saving,10.30,15-12-2023,Mexico,64,Non-binary,10 per month,SafeGuard,21.10,$49.22 ,Battery,Low Bandwidth
Smart Thermostat,Water Conservation,1.20,25-05-2020,Mexico,41,Woman,15 per month,RingSecure,16.60,$36.98 ,Battery,Low Bandwidth
Home Assistant Hub,Security,9.00,08-04-2023,Japan,44,Non-binary,15 per month,ViewMax,6.10,$26.43 ,Grid,Connected
Smart Thermostat,Health Monitoring,8.10,22-10-2023,France,52,Prefer not to say,7 per week,PlugWise,8.60,$41.81 ,Solar,Connected
Smart Light Bulb,Security,2.60,22-08-2020,Brazil,62,Prefer not to say,3 per week,RingSecure,2.10,$22.93 ,Solar,Disconnected
Smart Light Bulb,Climate Control,22.30,07-04-2020,Mexico,43,Woman,10 per month,SunTrack,20.60,$40.79 ,Grid,Offline Mode
Home Assistant Hub,Entertainment,7.70,03-02-2022,Mexico,29,Non-binary,7 per week,RingSecure,23.20,$44.91 ,Grid,Intermittent
Smart Light Bulb,Health Monitoring,11.80,22-08-2021,South Africa,25,Prefer not to say,15 per month,SoundWave,18.40,$16.68 ,Grid,Intermittent
Smart Light Bulb,Entertainment,24.90,24-09-2021,Canada,46,Man,10 per month,SoundWave,20.00,$43.90 ,Grid,Intermittent
Smart Plug,Smart Appliances,7.20,22-05-2020,Japan,37,Woman,5 per week,SmartLiving,16.20,$7.98 ,Grid,Intermittent
Smart Light Bulb,Health Monitoring,12.10,12-08-2024,France,34,Prefer not to say,5 per week,EcoHome,17.70,$18.00 ,Battery,Low Bandwidth
Solar Panel Monitor,Health Monitoring,5.40,14-03-2022,Japan,58,Woman,3 per week,BrightLife,11.90,$17.35 ,Battery,Disconnected
Smart Speaker,Water Conservation,1.30,15-03-2024,USA,49,Woman,10 per month,SmartLiving,15.80,$30.95 ,Grid,Disconnected
Smart Plug,Security,16.00,27-09-2021,India,42,Prefer not to say,3 per week,ViewMax,4.70,$38.50 ,Grid,Offline Mode
Video Doorbell,Health Monitoring,13.20,27-10-2022,France,19,Man,3 per week,BrightLife,13.60,$18.39 ,Battery,Intermittent
Smart Plug,Security,9.10,15-04-2023,Brazil,57,Prefer not to say,10 per month,ViewMax,23.10,$29.33 ,Battery,Intermittent
Solar Panel Monitor,Fitness Monitoring,12.70,15-09-2023,Brazil,59,Woman,7 per week,SmartLiving,15.30,$19.45 ,Grid,Low Bandwidth
Smart Speaker,Water Conservation,17.60,26-10-2022,Australia,18,Woman,7 per week,RingSecure,13.60,$8.58 ,Grid,Disconnected
Smart Refrigerator,Energy-saving,1.70,26-07-2022,Japan,60,Woman,5 per week,ViewMax,3.30,$31.68 ,Grid,Disconnected
Smart Thermostat,Smart Appliances,20.90,03-02-2023,Brazil,59,Woman,5 per week,SmartLiving,18.60,$20.78 ,Battery,Disconnected
Smart TV,Smart Appliances,16.30,29-11-2020,France,49,Non-binary,3 per week,CoolTech,18.00,$5.54 ,Solar,Intermittent
Smart Speaker,Fitness Monitoring,12.90,18-01-2023,India,44,Prefer not to say,5 per week,SafeGuard,2.40,$16.06 ,Solar,Offline Mode
Smart Light Bulb,Energy-saving,4.70,28-11-2023,South Africa,52,Woman,3 per week,SunTrack,8.30,$46.80 ,Battery,Low Bandwidth
Security Camera,Smart Appliances,12.70,18-12-2022,India,45,Man,10 per month,SafeGuard,7.00,$19.06 ,Grid,Intermittent
Solar Panel Monitor,Health Monitoring,5.50,28-10-2021,India,49,Prefer not to say,15 per month,SafeGuard,11.90,$33.02 ,Battery,Offline Mode
Smart Plug,Fitness Monitoring,12.70,06-04-2020,Brazil,40,Non-binary,3 per week,SunTrack,14.90,$18.78 ,Grid,Low Bandwidth
Smart TV,Entertainment,17.40,01-06-2022,Canada,26,Prefer not to say,5 per week,ViewMax,12.30,$34.62 ,Solar,Disconnected
Smart Light Bulb,Energy-saving,5.00,26-03-2021,Canada,35,Woman,3 per week,PlugWise,2.50,$17.42 ,Battery,Low Bandwidth
Home Assistant Hub,Water Conservation,16.60,12-03-2024,Australia,54,Woman,10 per month,CoolTech,2.20,$7.54 ,Battery,Intermittent
Security Camera,Smart Appliances,19.10,28-01-2022,Australia,52,Prefer not to say,15 per month,SunTrack,12.20,$3.28 ,Grid,Offline Mode
Home Assistant Hub,Climate Control,9.40,29-03-2023,USA,30,Prefer not to say,3 per week,SunTrack,14.70,$35.55 ,Battery,Disconnected
Security Camera,Entertainment,14.40,23-04-2023,France,40,Prefer not to say,15 per month,RingSecure,1.20,$47.62 ,Battery,Low Bandwidth
Smart Speaker,Security,12.40,22-02-2022,Canada,26,Non-binary,5 per week,SunTrack,4.80,$49.35 ,Solar,Disconnected
Smart TV,Fitness Monitoring,19.20,07-12-2023,Germany,60,Woman,15 per month,SafeGuard,11.90,$14.58 ,Solar,Low Bandwidth
Security Camera,Smart Appliances,9.10,21-01-2023,USA,59,Non-binary,15 per month,SoundWave,3.50,$42.99 ,Solar,Low Bandwidth
Security Camera,Climate Control,2.90,27-02-2021,South Africa,20,Prefer not to say,5 per week,SunTrack,7.40,$27.10 ,Grid,Offline Mode
Smart Refrigerator,Climate Control,24.10,15-08-2021,France,38,Non-binary,10 per month,SoundWave,16.40,$42.35 ,Grid,Disconnected
Smart Plug,Security,1.10,21-01-2022,Brazil,45,Man,3 per week,CoolTech,21.00,$48.54 ,Grid,Disconnected
Smart Plug,Health Monitoring,11.90,20-01-2022,South Africa,54,Woman,10 per month,PlugWise,8.60,$4.17 ,Grid,Connected
Security Camera,Security,7.90,17-01-2022,India,18,Man,3 per week,PlugWise,23.10,$49.92 ,Battery,Low Bandwidth
Smart Thermostat,Energy-saving,24.00,18-02-2024,Mexico,53,Man,3 per week,SafeGuard,8.30,$2.47 ,Grid,Low Bandwidth
Home Assistant Hub,Water Conservation,9.30,01-08-2021,South Africa,41,Woman,15 per month,ViewMax,1.20,$13.07 ,Battery,Low Bandwidth
Smart TV,Energy-saving,23.20,02-11-2020,India,61,Prefer not to say,10 per month,RingSecure,10.20,$5.14 ,Battery,Offline Mode
Home Assistant Hub,Climate Control,24.10,09-01-2021,South Africa,30,Non-binary,7 per week,SoundWave,9.30,$39.35 ,Battery,Offline Mode
Smart Thermostat,Health Monitoring,12.80,23-09-2024,USA,53,Man,15 per month,SafeGuard,22.90,$36.09 ,Solar,Low Bandwidth
Security Camera,Health Monitoring,15.90,29-11-2023,Japan,65,Woman,10 per month,SmartLiving,19.30,$7.47 ,Battery,Low Bandwidth
Security Camera,Climate Control,13.60,07-11-2023,South Africa,35,Man,5 per week,SunTrack,15.40,$16.17 ,Grid,Disconnected
Smart Plug,Fitness Monitoring,14.80,14-02-2023,India,43,Non-binary,3 per week,ViewMax,21.60,$37.82 ,Grid,Offline Mode
Smart TV,Smart Appliances,13.60,15-09-2023,Mexico,45,Man,3 per week,SunTrack,14.30,$6.08 ,Battery,Intermittent
Video Doorbell,Climate Control,22.40,16-05-2023,USA,20,Non-binary,5 per week,BrightLife,11.80,$20.71 ,Solar,Disconnected
Smart TV,Water Conservation,16.90,30-08-2023,South Africa,31,Prefer not to say,7 per week,SmartLiving,14.60,$38.65 ,Solar,Connected
Home Assistant Hub,Fitness Monitoring,6.10,19-12-2020,Mexico,57,Woman,5 per week,CoolTech,15.60,$16.12 ,Grid,Low Bandwidth
Smart Thermostat,Security,9.50,14-07-2020,USA,48,Prefer not to say,3 per week,SmartLiving,12.10,$2.50 ,Battery,Offline Mode
Smart TV,Smart Appliances,15.80,04-05-2021,Mexico,56,Prefer not to say,15 per month,SmartLiving,22.80,$42.34 ,Solar,Offline Mode
Smart Refrigerator,Health Monitoring,9.10,20-03-2022,Germany,46,Woman,7 per week,SoundWave,17.90,$11.93 ,Solar,Disconnected
Smart Plug,Smart Appliances,6.10,27-08-2024,France,52,Prefer not to say,5 per week,SunTrack,19.80,$17.35 ,Battery,Low Bandwidth
Smart TV,Fitness Monitoring,20.20,20-09-2023,Mexico,62,Man,5 per week,ViewMax,21.70,$6.34 ,Battery,Low Bandwidth
Smart Light Bulb,Smart Appliances,12.90,17-01-2024,South Africa,57,Woman,5 per week,SunTrack,4.70,$45.60 ,Solar,Disconnected
Smart Plug,Fitness Monitoring,9.50,10-01-2020,Australia,21,Non-binary,5 per week,SafeGuard,19.50,$45.06 ,Grid,Connected
Video Doorbell,Smart Appliances,2.40,14-03-2021,France,33,Prefer not to say,3 per week,PlugWise,7.50,$21.31 ,Solar,Connected
Security Camera,Entertainment,23.40,05-04-2022,India,37,Non-binary,7 per week,ViewMax,18.60,$46.19 ,Battery,Low Bandwidth
Home Assistant Hub,Fitness Monitoring,10.80,12-07-2024,Japan,65,Man,7 per week,SafeGuard,14.60,$43.34 ,Solar,Disconnected
Smart Light Bulb,Security,22.30,16-12-2023,Mexico,45,Prefer not to say,3 per week,ViewMax,4.20,$45.82 ,Battery,Connected
Smart Thermostat,Entertainment,13.20,21-07-2022,France,33,Woman,10 per month,EcoHome,4.20,$2.43 ,Battery,Intermittent
Security Camera,Smart Appliances,20.70,08-04-2023,India,43,Man,10 per month,SoundWave,17.70,$46.74 ,Grid,Offline Mode
Video Doorbell,Energy-saving,1.90,08-11-2024,India,22,Non-binary,10 per month,ViewMax,8.00,$23.78 ,Solar,Disconnected
Smart Thermostat,Energy-saving,1.50,20-04-2021,India,53,Prefer not to say,7 per week,ViewMax,15.50,$40.01 ,Solar,Offline Mode
Smart Thermostat,Climate Control,7.30,14-05-2020,Australia,30,Prefer not to say,5 per week,EcoHome,17.80,$9.10 ,Grid,Offline Mode
Smart Light Bulb,Health Monitoring,0.70,28-04-2021,Australia,29,Non-binary,7 per week,ViewMax,3.90,$24.43 ,Grid,Low Bandwidth
Smart Speaker,Energy-saving,24.00,21-01-2024,Mexico,33,Non-binary,7 per week,ViewMax,1.80,$40.62 ,Battery,Connected
Smart Plug,Fitness Monitoring,9.70,30-03-2024,Japan,56,Prefer not to say,10 per month,BrightLife,10.20,$33.15 ,Battery,Offline Mode
Smart Refrigerator,Entertainment,6.50,25-02-2022,France,33,Man,5 per week,EcoHome,7.70,$14.53 ,Grid,Low Bandwidth
Smart Speaker,Health Monitoring,16.60,31-08-2021,Australia,48,Non-binary,10 per month,EcoHome,3.90,$7.61 ,Battery,Disconnected
Smart Light Bulb,Water Conservation,4.10,21-02-2023,USA,44,Woman,7 per week,EcoHome,16.20,$17.37 ,Battery,Intermittent
Home Assistant Hub,Water Conservation,21.40,18-06-2021,Germany,56,Non-binary,10 per month,SoundWave,21.80,$19.56 ,Grid,Disconnected
Security Camera,Energy-saving,18.50,05-05-2020,India,23,Man,5 per week,PlugWise,4.30,$7.52 ,Solar,Connected
Smart Plug,Fitness Monitoring,17.40,07-10-2023,Germany,33,Woman,3 per week,BrightLife,16.80,$49.86 ,Grid,Connected
Smart TV,Water Conservation,7.80,01-09-2021,USA,40,Man,7 per week,PlugWise,7.90,$7.38 ,Battery,Offline Mode
Smart Speaker,Energy-saving,24.60,08-11-2020,South Africa,20,Man,10 per month,PlugWise,6.90,$2.39 ,Solar,Disconnected
Home Assistant Hub,Fitness Monitoring,5.20,28-02-2024,Mexico,59,Woman,15 per month,SunTrack,2.90,$31.79 ,Grid,Connected
Smart Refrigerator,Entertainment,3.40,05-05-2022,Australia,27,Non-binary,3 per week,CoolTech,11.00,$21.31 ,Solar,Disconnected
Solar Panel Monitor,Health Monitoring,24.30,09-09-2021,Brazil,46,Prefer not to say,15 per month,EcoHome,13.20,$3.47 ,Solar,Offline Mode
Smart Light Bulb,Entertainment,9.50,06-05-2022,India,50,Woman,5 per week,ViewMax,2.80,$3.47 ,Solar,Disconnected
Smart Thermostat,Security,9.80,19-05-2020,Mexico,44,Non-binary,15 per month,ViewMax,18.30,$29.63 ,Solar,Disconnected
Video Doorbell,Security,23.50,27-07-2024,Brazil,55,Prefer not to say,3 per week,PlugWise,4.70,$47.82 ,Solar,Low Bandwidth
Smart Refrigerator,Health Monitoring,3.70,13-01-2022,Germany,18,Non-binary,5 per week,RingSecure,5.30,$2.38 ,Solar,Connected
Smart Thermostat,Water Conservation,14.90,18-03-2022,India,47,Man,10 per month,CoolTech,0.60,$33.81 ,Grid,Offline Mode
Smart Refrigerator,Security,1.80,14-11-2021,South Africa,27,Man,5 per week,SmartLiving,0.50,$27.72 ,Battery,Offline Mode
Smart Speaker,Climate Control,8.90,20-06-2020,India,39,Man,3 per week,SunTrack,1.60,$31.78 ,Solar,Offline Mode
Smart Light Bulb,Water Conservation,11.80,25-09-2020,Australia,35,Non-binary,5 per week,PlugWise,9.90,$38.22 ,Solar,Connected
Security Camera,Water Conservation,20.40,22-03-2020,USA,32,Prefer not to say,15 per month,SmartLiving,1.50,$16.49 ,Grid,Connected
Smart Speaker,Health Monitoring,14.00,22-12-2021,India,53,Woman,5 per week,PlugWise,22.30,$44.53 ,Grid,Connected
Smart TV,Climate Control,25.00,09-12-2020,Japan,43,Man,5 per week,SafeGuard,20.60,$43.15 ,Battery,Connected
Solar Panel Monitor,Entertainment,15.70,27-09-2023,Japan,61,Non-binary,3 per week,RingSecure,9.60,$39.76 ,Battery,Connected
Home Assistant Hub,Security,1.70,13-04-2024,India,45,Woman,5 per week,SunTrack,7.10,$44.03 ,Grid,Connected
Smart Light Bulb,Security,2.60,21-07-2020,Brazil,22,Non-binary,5 per week,SunTrack,19.50,$26.07 ,Solar,Low Bandwidth
Solar Panel Monitor,Security,3.20,01-08-2021,Mexico,20,Woman,7 per week,PlugWise,18.20,$29.93 ,Solar,Intermittent
Smart Plug,Smart Appliances,7.10,04-03-2022,Mexico,30,Man,5 per week,BrightLife,8.80,$15.59 ,Solar,Offline Mode
Smart Thermostat,Energy-saving,9.50,24-03-2022,India,45,Man,10 per month,SoundWave,19.30,$28.35 ,Solar,Disconnected
Smart Thermostat,Fitness Monitoring,24.80,26-06-2021,France,38,Non-binary,5 per week,EcoHome,5.20,$16.33 ,Solar,Intermittent
Security Camera,Security,12.90,04-04-2023,Australia,22,Woman,3 per week,ViewMax,19.40,$2.16 ,Solar,Intermittent
Smart Refrigerator,Security,12.60,28-07-2023,France,29,Man,7 per week,SmartLiving,10.60,$16.56 ,Solar,Low Bandwidth
Smart Thermostat,Security,19.30,20-10-2021,Australia,42,Prefer not to say,5 per week,CoolTech,10.30,$39.91 ,Solar,Low Bandwidth
Solar Panel Monitor,Smart Appliances,12.60,26-12-2024,Germany,38,Prefer not to say,5 per week,SunTrack,21.90,$36.30 ,Grid,Offline Mode
Smart Plug,Energy-saving,11.50,04-05-2023,Mexico,28,Prefer not to say,15 per month,RingSecure,19.10,$41.46 ,Battery,Offline Mode
Video Doorbell,Fitness Monitoring,10.20,11-09-2020,Japan,27,Non-binary,3 per week,EcoHome,3.80,$2.59 ,Solar,Disconnected
Smart Thermostat,Fitness Monitoring,11.00,12-12-2020,India,41,Man,5 per week,BrightLife,7.40,$39.26 ,Battery,Offline Mode
Home Assistant Hub,Water Conservation,2.40,10-06-2023,Germany,25,Man,7 per week,BrightLife,6.20,$33.43 ,Grid,Offline Mode
Smart Plug,Entertainment,22.20,08-03-2024,Mexico,58,Man,7 per week,SafeGuard,22.80,$32.68 ,Grid,Connected
Smart TV,Security,3.60,25-09-2022,Japan,57,Man,3 per week,SoundWave,19.20,$2.47 ,Solar,Low Bandwidth
Video Doorbell,Health Monitoring,3.50,14-06-2020,South Africa,54,Man,10 per month,EcoHome,11.90,$32.45 ,Solar,Intermittent
Smart Plug,Entertainment,3.30,01-09-2023,Canada,64,Woman,5 per week,SunTrack,2.00,$38.46 ,Battery,Intermittent
Solar Panel Monitor,Climate Control,10.20,08-08-2024,Germany,65,Prefer not to say,15 per month,SunTrack,14.10,$43.39 ,Grid,Low Bandwidth
Smart Thermostat,Fitness Monitoring,9.50,24-12-2022,Germany,56,Woman,15 per month,EcoHome,14.60,$46.24 ,Solar,Disconnected
Video Doorbell,Fitness Monitoring,18.40,04-06-2023,Mexico,28,Man,15 per month,SafeGuard,21.30,$2.69 ,Battery,Disconnected
Smart Speaker,Energy-saving,5.00,05-10-2022,India,23,Prefer not to say,5 per week,PlugWise,14.40,$2.78 ,Solar,Disconnected
Smart Light Bulb,Smart Appliances,7.00,09-05-2024,USA,54,Woman,15 per month,SoundWave,14.80,$22.90 ,Solar,Intermittent
Security Camera,Water Conservation,16.20,03-03-2020,USA,23,Prefer not to say,3 per week,RingSecure,1.40,$14.46 ,Battery,Offline Mode
Smart TV,Entertainment,7.90,10-01-2021,USA,20,Man,3 per week,RingSecure,4.40,$48.45 ,Grid,Connected
Smart Thermostat,Security,13.50,14-01-2023,Mexico,60,Prefer not to say,5 per week,ViewMax,3.90,$26.87 ,Grid,Intermittent
Smart Light Bulb,Energy-saving,23.50,18-09-2020,Japan,31,Non-binary,3 per week,ViewMax,23.50,$44.17 ,Solar,Low Bandwidth
Smart TV,Smart Appliances,21.50,10-01-2024,Japan,45,Non-binary,5 per week,SafeGuard,19.20,$14.36 ,Grid,Disconnected
Smart Refrigerator,Smart Appliances,3.60,24-11-2024,USA,31,Woman,7 per week,SafeGuard,7.20,$45.21 ,Grid,Low Bandwidth
Video Doorbell,Fitness Monitoring,24.00,05-10-2021,Germany,25,Non-binary,10 per month,CoolTech,12.10,$10.99 ,Grid,Low Bandwidth
Smart Refrigerator,Fitness Monitoring,12.20,20-04-2020,France,61,Man,10 per month,BrightLife,17.40,$24.00 ,Grid,Disconnected
Smart Light Bulb,Water Conservation,15.50,22-04-2020,USA,53,Non-binary,7 per week,ViewMax,23.40,$48.98 ,Grid,Intermittent
Smart Thermostat,Fitness Monitoring,24.80,12-08-2022,USA,52,Man,15 per month,BrightLife,0.90,$21.92 ,Grid,Disconnected
Smart TV,Energy-saving,16.10,27-03-2021,France,44,Non-binary,15 per month,CoolTech,3.20,$23.09 ,Grid,Offline Mode
Smart Thermostat,Smart Appliances,5.90,07-03-2021,Germany,43,Prefer not to say,3 per week,SafeGuard,23.60,$21.78 ,Grid,Disconnected
Security Camera,Health Monitoring,20.60,19-11-2020,USA,54,Non-binary,10 per month,PlugWise,8.50,$12.91 ,Solar,Disconnected
Smart Thermostat,Climate Control,2.70,30-04-2024,Australia,24,Man,7 per week,SoundWave,21.10,$37.33 ,Battery,Offline Mode
